Formes	Catégorie
affligés	tristesse
attrista	tristesse
attristai	tristesse
attristaient	tristesse
attristais	tristesse
attristait	tristesse
attristant	tristesse
attristante	tristesse
attristantes	tristesse
attristants	tristesse
attristas	tristesse
attristasse	tristesse
attristassent	tristesse
attristasses	tristesse
attristassiez	tristesse
attristassions	tristesse
attriste	tristesse
attristent	tristesse
attrister	tristesse
attristera	tristesse
attristerai	tristesse
attristeraient	tristesse
attristerais	tristesse
attristerait	tristesse
attristeras	tristesse
attristerez	tristesse
attristeriez	tristesse
attristerions	tristesse
attristerons	tristesse
attristeront	tristesse
attristes	tristesse
attristez	tristesse
attristiez	tristesse
attristions	tristesse
attristons	tristesse
attristâmes	tristesse
attristât	tristesse
attristâtes	tristesse
attristèrent	tristesse
attristé	tristesse
attristée	tristesse
attristées	tristesse
attristés	tristesse
calamiteuse	tristesse
calamiteuses	tristesse
calamiteux	tristesse
calamité	tristesse
calamités	tristesse
chagrin	tristesse
chagrina	tristesse
chagrinai	tristesse
chagrinaient	tristesse
chagrinais	tristesse
chagrinait	tristesse
chagrinant	tristesse
chagrinante	tristesse
chagrinantes	tristesse
chagrinants	tristesse
chagrinas	tristesse
chagrinasse	tristesse
chagrinassent	tristesse
chagrinasses	tristesse
chagrinassiez	tristesse
chagrinassions	tristesse
chagrine	tristesse
chagrinent	tristesse
chagriner	tristesse
chagrinera	tristesse
chagrinerai	tristesse
chagrineraient	tristesse
chagrinerais	tristesse
chagrinerait	tristesse
chagrineras	tristesse
chagrinerez	tristesse
chagrineriez	tristesse
chagrinerions	tristesse
chagrinerons	tristesse
chagrineront	tristesse
chagrines	tristesse
chagrinez	tristesse
chagriniez	tristesse
chagrinions	tristesse
chagrinons	tristesse
chagrins	tristesse
chagrinâmes	tristesse
chagrinât	tristesse
chagrinâtes	tristesse
chagrinèrent	tristesse
chagriné	tristesse
chagrinée	tristesse
chagrinées	tristesse
chagrinés	tristesse
consterna	tristesse
consternai	tristesse
consternaient	tristesse
consternais	tristesse
consternait	tristesse
consternant	tristesse
consternas	tristesse
consternasse	tristesse
consternassent	tristesse
consternasses	tristesse
consternassiez	tristesse
consternassions	tristesse
consterne	tristesse
consternent	tristesse
consterner	tristesse
consternera	tristesse
consternerai	tristesse
consterneraient	tristesse
consternerais	tristesse
consternerait	tristesse
consterneras	tristesse
consternerez	tristesse
consterneriez	tristesse
consternerions	tristesse
consternerons	tristesse
consterneront	tristesse
consternes	tristesse
consternez	tristesse
consterniez	tristesse
consternions	tristesse
consternons	tristesse
consternâmes	tristesse
consternât	tristesse
consternâtes	tristesse
consternèrent	tristesse
consterné	tristesse
consternée	tristesse
consternées	tristesse
consternés	tristesse
contrista	tristesse
contristai	tristesse
contristaient	tristesse
contristais	tristesse
contristait	tristesse
contristant	tristesse
contristas	tristesse
contristasse	tristesse
contristassent	tristesse
contristasses	tristesse
contristassiez	tristesse
contristassions	tristesse
contriste	tristesse
contristent	tristesse
contrister	tristesse
contristera	tristesse
contristerai	tristesse
contristeraient	tristesse
contristerais	tristesse
contristerait	tristesse
contristeras	tristesse
contristerez	tristesse
contristeriez	tristesse
contristerions	tristesse
contristerons	tristesse
contristeront	tristesse
contristes	tristesse
contristez	tristesse
contristiez	tristesse
contristions	tristesse
contristons	tristesse
contristâmes	tristesse
contristât	tristesse
contristâtes	tristesse
contristèrent	tristesse
contristé	tristesse
contristée	tristesse
contristées	tristesse
contristés	tristesse
couci couça	tristesse
crève-coeur	tristesse
deuil	tristesse
deuils	tristesse
dramatique	tristesse
dramatiquement	tristesse
dramatiques	tristesse
dramatisa	tristesse
dramatisai	tristesse
dramatisaient	tristesse
dramatisais	tristesse
dramatisait	tristesse
dramatisant	tristesse
dramatisante	tristesse
dramatisantes	tristesse
dramatisants	tristesse
dramatisas	tristesse
dramatisasse	tristesse
dramatisassent	tristesse
dramatisasses	tristesse
dramatisassiez	tristesse
dramatisassions	tristesse
dramatise	tristesse
dramatisent	tristesse
dramatiser	tristesse
dramatisera	tristesse
dramatiserai	tristesse
dramatiseraient	tristesse
dramatiserais	tristesse
dramatiserait	tristesse
dramatiseras	tristesse
dramatiserez	tristesse
dramatiseriez	tristesse
dramatiserions	tristesse
dramatiserons	tristesse
dramatiseront	tristesse
dramatises	tristesse
dramatisez	tristesse
dramatisiez	tristesse
dramatisions	tristesse
dramatisons	tristesse
dramatisâmes	tristesse
dramatisât	tristesse
dramatisâtes	tristesse
dramatisèrent	tristesse
dramatisé	tristesse
dramatisée	tristesse
dramatisées	tristesse
dramatisés	tristesse
drame	tristesse
drames	tristesse
décourage	tristesse
découragea	tristesse
décourageai	tristesse
décourageaient	tristesse
décourageais	tristesse
décourageait	tristesse
décourageant	tristesse
décourageante	tristesse
décourageantes	tristesse
décourageants	tristesse
décourageas	tristesse
décourageasse	tristesse
décourageassent	tristesse
décourageasses	tristesse
décourageassiez	tristesse
décourageassions	tristesse
découragement	tristesse
découragements	tristesse
découragent	tristesse
décourageons	tristesse
décourager	tristesse
découragera	tristesse
découragerai	tristesse
décourageraient	tristesse
découragerais	tristesse
découragerait	tristesse
décourageras	tristesse
découragerez	tristesse
décourageriez	tristesse
découragerions	tristesse
découragerons	tristesse
décourageront	tristesse
décourages	tristesse
découragez	tristesse
décourageâmes	tristesse
décourageât	tristesse
décourageâtes	tristesse
découragiez	tristesse
découragions	tristesse
découragèrent	tristesse
découragé	tristesse
découragée	tristesse
découragées	tristesse
découragés	tristesse
délaissa	tristesse
délaissai	tristesse
délaissaient	tristesse
délaissais	tristesse
délaissait	tristesse
délaissant	tristesse
délaissas	tristesse
délaissasse	tristesse
délaissassent	tristesse
délaissasses	tristesse
délaissassiez	tristesse
délaissassions	tristesse
délaisse	tristesse
délaissement	tristesse
délaissements	tristesse
délaissent	tristesse
délaisser	tristesse
délaissera	tristesse
délaisserai	tristesse
délaisseraient	tristesse
délaisserais	tristesse
délaisserait	tristesse
délaisseras	tristesse
délaisserez	tristesse
délaisseriez	tristesse
délaisserions	tristesse
délaisserons	tristesse
délaisseront	tristesse
délaisses	tristesse
délaissez	tristesse
délaissiez	tristesse
délaissions	tristesse
délaissons	tristesse
délaissâmes	tristesse
délaissât	tristesse
délaissâtes	tristesse
délaissèrent	tristesse
délaissé	tristesse
délaissée	tristesse
délaissées	tristesse
délaissés	tristesse
démoralisa	tristesse
démoralisai	tristesse
démoralisaient	tristesse
démoralisais	tristesse
démoralisait	tristesse
démoralisant	tristesse
démoralisante	tristesse
démoralisantes	tristesse
démoralisants	tristesse
démoralisas	tristesse
démoralisasse	tristesse
démoralisassent	tristesse
démoralisasses	tristesse
démoralisassiez	tristesse
démoralisassions	tristesse
démoralisation	tristesse
démoralisations	tristesse
démoralise	tristesse
démoralisent	tristesse
démoraliser	tristesse
démoralisera	tristesse
démoraliserai	tristesse
démoraliseraient	tristesse
démoraliserais	tristesse
démoraliserait	tristesse
démoraliseras	tristesse
démoraliserez	tristesse
démoraliseriez	tristesse
démoraliserions	tristesse
démoraliserons	tristesse
démoraliseront	tristesse
démoralises	tristesse
démoralisez	tristesse
démoralisiez	tristesse
démoralisions	tristesse
démoralisons	tristesse
démoralisâmes	tristesse
démoralisât	tristesse
démoralisâtes	tristesse
démoralisèrent	tristesse
démoralisé	tristesse
démoralisée	tristesse
démoralisées	tristesse
démoralisés	tristesse
déplora	tristesse
déplorable	tristesse
déplorablement	tristesse
déplorables	tristesse
déplorai	tristesse
déploraient	tristesse
déplorais	tristesse
déplorait	tristesse
déplorant	tristesse
déploras	tristesse
déplorasse	tristesse
déplorassent	tristesse
déplorasses	tristesse
déplorassiez	tristesse
déplorassions	tristesse
déploration	tristesse
déplorations	tristesse
déplore	tristesse
déplorent	tristesse
déplorer	tristesse
déplorera	tristesse
déplorerai	tristesse
déploreraient	tristesse
déplorerais	tristesse
déplorerait	tristesse
déploreras	tristesse
déplorerez	tristesse
déploreriez	tristesse
déplorerions	tristesse
déplorerons	tristesse
déploreront	tristesse
déplores	tristesse
déplorez	tristesse
déploriez	tristesse
déplorions	tristesse
déplorons	tristesse
déplorâmes	tristesse
déplorât	tristesse
déplorâtes	tristesse
déplorèrent	tristesse
déploré	tristesse
déplorée	tristesse
déplorées	tristesse
déplorés	tristesse
déprima	tristesse
déprimai	tristesse
déprimaient	tristesse
déprimais	tristesse
déprimait	tristesse
déprimant	tristesse
déprimante	tristesse
déprimantes	tristesse
déprimants	tristesse
déprimas	tristesse
déprimasse	tristesse
déprimassent	tristesse
déprimasses	tristesse
déprimassiez	tristesse
déprimassions	tristesse
déprime	tristesse
dépriment	tristesse
déprimer	tristesse
déprimera	tristesse
déprimerai	tristesse
déprimeraient	tristesse
déprimerais	tristesse
déprimerait	tristesse
déprimeras	tristesse
déprimerez	tristesse
déprimeriez	tristesse
déprimerions	tristesse
déprimerons	tristesse
déprimeront	tristesse
déprimes	tristesse
déprimez	tristesse
déprimiez	tristesse
déprimions	tristesse
déprimons	tristesse
déprimâmes	tristesse
déprimât	tristesse
déprimâtes	tristesse
déprimèrent	tristesse
déprimé	tristesse
déprimée	tristesse
déprimées	tristesse
déprimés	tristesse
désabusement	tristesse
désabusements	tristesse
désabusé	tristesse
désabusée	tristesse
désabusées	tristesse
désabusés	tristesse
désespoir	tristesse
désespoirs	tristesse
désespère	tristesse
désespèrent	tristesse
désespères	tristesse
désespéra	tristesse
désespérai	tristesse
désespéraient	tristesse
désespérais	tristesse
désespérait	tristesse
désespérance	tristesse
désespérances	tristesse
désespérant	tristesse
désespérante	tristesse
désespérantes	tristesse
désespérants	tristesse
désespéras	tristesse
désespérasse	tristesse
désespérassent	tristesse
désespérasses	tristesse
désespérassiez	tristesse
désespérassions	tristesse
désespérer	tristesse
désespérera	tristesse
désespérerai	tristesse
désespéreraient	tristesse
désespérerais	tristesse
désespérerait	tristesse
désespéreras	tristesse
désespérerez	tristesse
désespéreriez	tristesse
désespérerions	tristesse
désespérerons	tristesse
désespéreront	tristesse
désespérez	tristesse
désespériez	tristesse
désespérions	tristesse
désespérons	tristesse
désespérâmes	tristesse
désespérât	tristesse
désespérâtes	tristesse
désespérèrent	tristesse
désespéré	tristesse
désespérée	tristesse
désespérées	tristesse
désespérés	tristesse
désolant	tristesse
désolante	tristesse
désolantes	tristesse
désolants	tristesse
détresse	tristesse
détresses	tristesse
endeuilla	tristesse
endeuillai	tristesse
endeuillaient	tristesse
endeuillais	tristesse
endeuillait	tristesse
endeuillant	tristesse
endeuillas	tristesse
endeuillasse	tristesse
endeuillassent	tristesse
endeuillasses	tristesse
endeuillassiez	tristesse
endeuillassions	tristesse
endeuille	tristesse
endeuillent	tristesse
endeuiller	tristesse
endeuillera	tristesse
endeuillerai	tristesse
endeuilleraient	tristesse
endeuillerais	tristesse
endeuillerait	tristesse
endeuilleras	tristesse
endeuillerez	tristesse
endeuilleriez	tristesse
endeuillerions	tristesse
endeuillerons	tristesse
endeuilleront	tristesse
endeuilles	tristesse
endeuillez	tristesse
endeuilliez	tristesse
endeuillions	tristesse
endeuillons	tristesse
endeuillâmes	tristesse
endeuillât	tristesse
endeuillâtes	tristesse
endeuillèrent	tristesse
endeuillé	tristesse
endeuillée	tristesse
endeuillées	tristesse
endeuillés	tristesse
ennui	tristesse
ennuie	tristesse
ennuient	tristesse
ennuiera	tristesse
ennuierai	tristesse
ennuieraient	tristesse
ennuierais	tristesse
ennuierait	tristesse
ennuieras	tristesse
ennuierez	tristesse
ennuieriez	tristesse
ennuierions	tristesse
ennuierons	tristesse
ennuieront	tristesse
ennuies	tristesse
ennuis	tristesse
ennuya	tristesse
ennuyai	tristesse
ennuyaient	tristesse
ennuyais	tristesse
ennuyait	tristesse
ennuyant	tristesse
ennuyante	tristesse
ennuyantes	tristesse
ennuyants	tristesse
ennuyas	tristesse
ennuyasse	tristesse
ennuyassent	tristesse
ennuyasses	tristesse
ennuyassiez	tristesse
ennuyassions	tristesse
ennuyer	tristesse
ennuyeuse	tristesse
ennuyeusement	tristesse
ennuyeuses	tristesse
ennuyeux	tristesse
ennuyez	tristesse
ennuyiez	tristesse
ennuyions	tristesse
ennuyons	tristesse
ennuyâmes	tristesse
ennuyât	tristesse
ennuyâtes	tristesse
ennuyèrent	tristesse
ennuyé	tristesse
ennuyée	tristesse
ennuyées	tristesse
ennuyés	tristesse
esseulement	tristesse
esseulé	tristesse
esseulée	tristesse
esseulées	tristesse
esseulés	tristesse
gémi	tristesse
gémie	tristesse
gémies	tristesse
gémir	tristesse
gémira	tristesse
gémirai	tristesse
gémiraient	tristesse
gémirais	tristesse
gémirait	tristesse
gémiras	tristesse
gémirent	tristesse
gémirez	tristesse
gémiriez	tristesse
gémirions	tristesse
gémirons	tristesse
gémiront	tristesse
gémis	tristesse
gémissaient	tristesse
gémissais	tristesse
gémissait	tristesse
gémissant	tristesse
gémissante	tristesse
gémissantes	tristesse
gémissants	tristesse
gémisse	tristesse
gémissement	tristesse
gémissements	tristesse
gémissent	tristesse
gémisses	tristesse
gémissez	tristesse
gémissiez	tristesse
gémissions	tristesse
gémissons	tristesse
gémit	tristesse
gémîmes	tristesse
gémît	tristesse
gémîtes	tristesse
inconsolable	tristesse
inconsolables	tristesse
inconsolation	tristesse
inconsolé	tristesse
inconsolée	tristesse
inconsolées	tristesse
inconsolés	tristesse
infortune	tristesse
infortunes	tristesse
infortuné	tristesse
infortunée	tristesse
infortunées	tristesse
infortunés	tristesse
isola	tristesse
isolai	tristesse
isolaient	tristesse
isolais	tristesse
isolait	tristesse
isolant	tristesse
isolante	tristesse
isolantes	tristesse
isolants	tristesse
isolas	tristesse
isolasse	tristesse
isolassent	tristesse
isolasses	tristesse
isolassiez	tristesse
isolassions	tristesse
isole	tristesse
isolement	tristesse
isolements	tristesse
isolent	tristesse
isoler	tristesse
isolera	tristesse
isolerai	tristesse
isoleraient	tristesse
isolerais	tristesse
isolerait	tristesse
isoleras	tristesse
isolerez	tristesse
isoleriez	tristesse
isolerions	tristesse
isolerons	tristesse
isoleront	tristesse
isoles	tristesse
isolez	tristesse
isoliez	tristesse
isolions	tristesse
isolons	tristesse
isolâmes	tristesse
isolât	tristesse
isolâtes	tristesse
isolèrent	tristesse
isolé	tristesse
isolée	tristesse
isolées	tristesse
isolés	tristesse
lamentation	tristesse
lamentations	tristesse
lamenter	tristesse
lugubre	tristesse
lugubres	tristesse
malheur	tristesse
malheureuse	tristesse
malheureusement	tristesse
malheureuses	tristesse
malheureux	tristesse
malheurs	tristesse
maussade	tristesse
maussaderie	tristesse
maussaderies	tristesse
maussades	tristesse
misère	tristesse
misères	tristesse
misérable	tristesse
misérablement	tristesse
misérables	tristesse
morfondement	tristesse
morfondements	tristesse
morfondre	tristesse
morfondu	tristesse
morne	tristesse
mornes	tristesse
morose	tristesse
moroses	tristesse
morosité	tristesse
morosités	tristesse
mélancolie	tristesse
mélancolies	tristesse
mélancolique	tristesse
mélancoliquement	tristesse
mélancoliques	tristesse
navra	tristesse
navrai	tristesse
navraient	tristesse
